Date,Open,Close,High,Low,Volume,intraday_return,intraday_range,daily_return,rolling_mean_5,rolling_vol_5,target
2023-01-30,116.18000030517578,115.63999938964844,116.77999877929688,115.56999969482422,484877.0,-0.004647967930012881,0.01041486556459194,-0.010693814753417574,-0.00011876931360819132,0.0069825929092458255,0
2023-01-31,115.6999969482422,117.0500030517578,117.05999755859376,115.5,179484.0,0.011668160234433842,0.013483125321875514,0.012193044530883768,0.0024926679248641337,0.008831103737600635,1
2023-02-01,116.83999633789062,118.1999969482422,118.8843994140625,116.16000366210938,218759.0,0.011639854955306391,0.023317321442517174,0.009824808769768989,0.004215458105867387,0.00934385888160733,1
2023-02-02,119.18000030517578,119.4000015258789,119.77999877929688,118.48999786376952,566063.0,0.0018459575443848253,0.010823971406478805,0.010152323253969087,0.004483661830186736,0.009526222907065948,1
2023-02-03,118.04000091552734,118.18000030517578,119.3000030517578,117.8499984741211,411175.0,0.001186033451055502,0.012284010220182627,-0.010217765536951862,0.0022517192528504816,0.011636967800161374,1
2023-02-06,117.29000091552734,117.26000213623048,117.56999969482422,116.7300033569336,144906.0,-0.0002557658714528105,0.007161704589767999,-0.007784719635890891,0.002833538276355818,0.010875738668102096,0
2023-02-07,116.9499969482422,118.66000366210938,118.8949966430664,116.66999816894533,204150.0,0.014621690966131105,0.01902521190407369,0.011939293027237063,0.0027827879756264773,0.010821602245011278,1
2023-02-08,118.16999816894533,117.5500030517578,118.4499969482422,117.33000183105467,165723.0,-0.005246637275064806,0.009477829690631741,-0.009354462970626254,-0.0010530663724525712,0.011097096595120332,0
2023-02-09,118.77999877929688,116.80999755859376,118.77999877929688,116.51000213623048,125742.0,-0.016585294165253672,0.019110933375948543,-0.006295240101680033,-0.0043425790435823956,0.009224930514990225,0
2023-02-10,116.41000366210938,116.83999633789062,116.93000030517578,116.1500015258789,159448.0,0.003693777701694288,0.006700444590319681,0.0002568168814642835,-0.002247662559899166,0.008733421769286907,1
2023-02-13,117.06999969482422,118.16000366210938,118.20999908447266,116.93000030517578,210514.0,0.0093107027430303,0.010933619053844287,0.01129756389585479,0.0015687941464499699,0.009811703125842858,1
2023-02-14,117.7300033569336,118.25,118.83000183105467,117.08999633789062,114198.0,0.00441685745552798,0.014779626633396952,0.0007616480628078737,-0.000666734846435868,0.007956041121255983,1
2023-02-15,117.44000244140624,118.4000015258789,118.44000244140624,117.23999786376952,728502.0,0.008174378955344778,0.010218022417322677,0.0012685118467561374,0.0014578601170406103,0.006302646315278579,1
2023-02-16,117.16000366210938,117.13999938964844,118.26000213623048,116.95999908447266,476586.0,-0.00017074318739891835,0.011095962880873993,-0.010641909797231452,0.0005885261779303263,0.007768664038789598,0
2023-02-17,116.5,116.88999938964844,116.98500061035156,116.04000091552734,276307.0,0.003347634245909335,0.008111585363298014,-0.0021341984062028807,0.00011032312039689351,0.007867152773920826,1
2023-02-21,115.77999877929688,114.87000274658205,116.08000183105467,114.78500366210938,167504.0,-0.007859699795380806,0.011184990348927715,-0.017281175922782,-0.005605424843330464,0.008085935010086929,0
2023-02-22,114.95999908447266,114.62000274658205,115.2300033569336,114.25,212899.0,-0.0029575186203749126,0.008524733513728431,-0.002176373239509144,-0.006193029103793868,0.00759970005369312,0
2023-02-23,115.38999938964844,115.12000274658205,115.47000122070312,113.9499969482422,202138.0,-0.00233986172540541,0.01317275570240866,0.004362240342163259,-0.0055742834047124434,0.008438700316751618,0
2023-02-24,113.55999755859376,113.69000244140624,113.8499984741211,113.06999969482422,143526.0,0.0011448123072157756,0.006868605108012771,-0.012421823063396897,-0.005930266057945532,0.008738149060582887,1
2023-02-27,114.80999755859376,114.37000274658205,115.16999816894533,114.16999816894533,239943.0,-0.0038323736727471453,0.008710042864426034,0.005981179440349482,-0.00430719048863506,0.010243553201204713,0
2023-02-28,114.29000091552734,113.9800033569336,114.62999725341795,113.97000122070312,526797.0,-0.0027123769018330105,0.005774748686918271,-0.0034099797174317326,-0.0015329512475650065,0.007309586189256662,0
2023-03-01,114.08000183105467,113.83000183105467,114.30999755859376,113.41000366210938,182295.0,-0.002191444565106462,0.00788914693231881,-0.0013160337029398672,-0.001360883340251151,0.007300774369381972,0
2023-03-02,113.2300033569336,114.48999786376952,114.69000244140624,113.11000061035156,173375.0,0.011127744144491964,0.0139539149007534,0.005798085057526325,-0.0010737143971785378,0.00760410381631747,1
2023-03-03,115.0500030517578,116.2300033569336,116.3499984741211,114.8499984741211,1059585.0,0.010256412636903156,0.01303780930214484,0.015197882134948548,0.004450226642490551,0.007326411805117557,1
2023-03-06,116.38999938964844,116.22000122070312,116.88999938964844,116.0999984741211,102630.0,-0.0014605908569188626,0.006787532603059755,-8.60546841744414e-05,0.0032367798175857664,0.00750961060198336,0
2023-03-07,116.18000030517578,114.37999725341795,116.18000030517578,114.1999969482422,69407.0,-0.015493226433376393,0.017042549076713775,-0.01583207664738351,0.0007523604315954113,0.011337517163289262,0
2023-03-08,114.52999877929688,114.62000274658205,114.88999938964844,114.06999969482422,163691.0,0.0007858549571681312,0.00715969356119863,0.0020983170040853594,0.0014352305730004566,0.011284491219818582,1
2023-03-09,114.83000183105467,112.87000274658205,115.25,112.61000061035156,170211.0,-0.017068702022284256,0.022990502025181322,-0.015267841197571297,-0.002777954678019068,0.013043795707953762,0
2023-03-10,112.66999816894533,111.27999877929688,113.1449966430664,110.91000366210938,284081.0,-0.012336907892411507,0.01983662924717302,-0.014087037552883541,-0.008634938615585485,0.00885728186300526,0
2023-03-13,110.18000030517578,110.94000244140624,112.0500030517578,109.7699966430664,296639.0,0.006897822963563315,0.0206934688906902,-0.0030553229836474127,-0.00922879227548008,0.00821722506816423,1
2023-03-14,112.36000061035156,112.61000061035156,112.96499633789062,111.44000244140624,132899.0,0.00222499108794921,0.013572391315418823,0.015053165063948493,-0.00305174393321368,0.012503215665455739,1
2023-03-15,110.2699966430664,110.98999786376952,111.06999969482422,109.4800033569336,584987.0,0.006529439037108951,0.014419120216692246,-0.014385958065904925,-0.0063485989472117366,0.012970318281934864,1
2023-03-16,110.3499984741211,112.9000015258789,112.91000366210938,110.2249984741211,236745.0,0.023108319773614047,0.024331719303267225,0.01720879087189231,0.0001467274666809848,0.015308233340202428,1
2023-03-17,112.3499984741211,111.5999984741211,112.55999755859376,111.18000030517578,140360.0,-0.006675567513895039,0.012283019778908623,-0.011514641578280416,0.0006612066616016099,0.014743066583592057,0
2023-03-20,111.98999786376952,112.77999877929688,112.97000122070312,111.91000366210938,203294.0,0.007054209577612068,0.009465109195583576,0.010573479581627465,0.0033869671746565855,0.015138723188543094,1
2023-03-21,114.0500030517578,114.3499984741211,114.51000213623048,113.5500030517578,116633.0,0.0026303850445944534,0.008417352554011078,0.013920905407142303,0.0031605152432953474,0.014927583848575,1
2023-03-22,114.3499984741211,112.91000366210938,115.1999969482422,112.91000366210938,188851.0,-0.012592871283138744,0.02002617679659246,-0.012592871283138796,0.0035191325998485735,0.014413348566897995,0
2023-03-23,113.68000030517578,113.0500030517578,114.73999786376952,112.41999816894533,135549.0,-0.005541847745661024,0.02040816052600382,0.0012399201586015263,0.0003253584571904167,0.012224622356324984,0
2023-03-24,112.48999786376952,113.41000366210938,113.4499969482422,111.97000122070312,98517.0,0.008178556456672944,0.013156687311270275,0.0031844369803930572,0.0032651741689251113,0.010277909735035147,1
2023-03-27,114.02999877929688,113.91999816894533,114.37999725341795,113.58999633789062,210612.0,-0.0009646637861011698,0.006928009506133231,0.004496909358678858,0.0020498601243353898,0.009529724766796508,0
2023-03-28,113.86000061035156,113.87000274658205,114.02999877929688,113.37999725341795,222194.0,8.784591759060309e-05,0.0057087785209429,-0.0004388643185293528,-0.0008220938207989415,0.006842770865204677,1
2023-03-29,115.11000061035156,115.4000015258789,115.45999908447266,114.6999969482422,327040.0,0.0025193372772970403,0.006602398855014074,0.013436363769147253,0.004383753189658268,0.005397736742138112,1
2023-03-30,116.27999877929688,116.29000091552734,116.44000244140624,115.83999633789062,197714.0,8.601768434357419e-05,0.005160011264314178,0.0077122996350120765,0.005678229084940378,0.0052287532893628905,1
2023-03-31,116.5500030517578,117.63999938964844,117.6999969482422,116.5500030517578,198581.0,0.009352177686401184,0.009866957240436205,0.01160889554985678,0.007363120798833123,0.005570434208025267,1
2023-04-03,117.7300033569336,118.22000122070312,118.2699966430664,117.48999786376952,146056.0,0.004162047479808156,0.006625318585374456,0.00493031140822775,0.007449801208742901,0.005517806971700537,1
2023-04-04,118.4499969482422,117.7300033569336,118.55999755859376,117.4499969482422,121590.0,-0.006078460192980973,0.009371048028279708,-0.004144796639400816,0.006708614744568608,0.006914507279868492,0
2023-04-05,117.5,117.23999786376952,117.62000274658205,116.86000061035156,139909.0,-0.0022127841381317697,0.00646810328706794,-0.004162112283973007,0.0031889195339445562,0.0071100364100037195,0
2023-04-06,117.12999725341795,117.68000030517578,117.81999969482422,116.80999755859376,46053.0,0.004695663490607459,0.008622916075420482,0.0037530062216271087,0.002397060851267563,0.0066882825970525995,1
2023-04-10,117.02999877929688,117.80999755859376,117.80999755859376,116.83000183105467,105521.0,0.006664947341987621,0.008373884796728345,0.0011046673443309007,0.0002962152101623872,0.004291768773362368,1
2023-04-11,117.9499969482422,117.95999908447266,118.33000183105467,117.79000091552734,73843.0,8.479980067183546e-05,0.0045782189868498946,0.001273249545772126,-0.0004351971623287376,0.003552535891546499,1
2023-04-12,118.70999908447266,117.87999725341795,118.91000366210938,117.73999786376952,118134.0,-0.006991844305078985,0.0098560003989832,-0.0006782115265820954,0.00025811986023500656,0.002931575100307046,0
2023-04-13,118.48999786376952,119.47000122070312,119.52999877929688,118.3625030517578,67672.0,0.008270768626904177,0.009853116284813944,0.01348832714906667,0.003788207746842942,0.0056473192874107415,1
2023-04-14,119.31999969482422,119.16000366210938,119.80999755859376,118.55999755859376,60660.0,-0.0013408987020118467,0.010476030868228552,-0.0025947732102310495,0.0025186518604713103,0.00632951827834735,0
2023-04-17,119.04000091552734,119.3000030517578,119.33000183105467,118.62249755859376,101032.0,0.0021841577136323793,0.005943416221602394,0.0011748857447622107,0.0025326955405575724,0.006325673394604405,1
2023-04-18,119.91999816894533,119.61000061035156,119.93000030517578,119.29499816894533,183093.0,-0.002585036385316104,0.005295214692514027,0.002598470667760866,0.0027977397649553205,0.006287357464188921,0
2023-04-19,119.05999755859376,119.44000244140624,119.63999938964844,119.04499816894533,114496.0,0.003191709143328827,0.004997490617369524,-0.001421270529870844,0.002649127964297571,0.00639786758772412,1
2023-04-20,118.6999969482422,118.9800033569336,119.44000244140624,118.58999633789062,57979.0,0.00235894200413068,0.00716096146056555,-0.003851298351222887,-0.0008187971357603407,0.002662969183944714,1
2023-04-21,119.12999725341795,119.16999816894533,119.2300033569336,118.59369659423828,94775.0,0.0003357753416402812,0.005341280763582459,0.001596863394277781,1.9530185141425348e-05,0.0026235939469074062,1
2023-04-24,119.2300033569336,119.37000274658205,119.41999816894533,118.87000274658205,302671.0,0.0011741959717080752,0.00461289446345803,0.001678313172021495,0.0001202156705932822,0.0026878898548168533,1
2023-04-25,118.87999725341795,117.4800033569336,118.87999725341795,117.4800033569336,180925.0,-0.011776530356910899,0.011776530356910899,-0.015833118423066894,-0.0035661021475722698,0.007233972509569677,0
2023-04-26,117.87000274658205,117.11000061035156,118.0199966430664,116.9800033569336,239802.0,-0.00644779942751398,0.008823222719089738,-0.0031494955397461943,-0.00391174714954734,0.007146631009386174,0
2023-04-27,117.87999725341795,119.12999725341795,119.20999908447266,117.73999786376952,79678.0,0.010604004319008889,0.012470319434627543,0.01724871174569742,0.0003082548698367216,0.011863985634256481,1
2023-04-28,118.68000030517578,119.79000091552734,119.79000091552734,118.68000030517578,159177.0,0.009352886817469565,0.009352886817469565,0.005540197073163666,0.0010969216056138987,0.012099786689322885,1
2023-05-01,119.77999877929688,119.76000213623048,120.15399932861328,119.70500183105467,44140.0,-0.00016694475931025238,0.003748518134366637,-0.00025042807469388695,0.0007111733562708223,0.012107360139153376,0
2023-05-02,119.29000091552734,118.33000183105467,119.3000030517578,117.55999755859376,161745.0,-0.008047607319179025,0.014586348225415654,-0.01194055009742856,0.0014896870213984893,0.010835990683732075,0
2023-05-03,118.52999877929688,117.87999725341795,119.4800033569336,117.8499984741211,44384.0,-0.00548385668246926,0.013751834131438512,-0.0038029626525249993,0.0013589935988427282,0.010909623025951332,0
2023-05-04,117.63999938964844,117.25,117.75990295410156,117.0,77990.0,-0.003315193740835355,0.006459562717138445,-0.005344394876966141,-0.003159627725689984,0.006450621659421377,0
2023-05-05,118.31999969482422,119.27999877929688,119.58999633789062,118.31500244140624,109016.0,0.008113582546895919,0.010775810511941392,0.017313422424706904,-0.0008049826553813366,0.010979288946309979,1
2023-05-08,119.45999908447266,119.38999938964844,119.51499938964844,119.12000274658205,52982.0,-0.0005859676490933213,0.0033065180486656597,0.0009222049922643638,-0.0005704560419896865,0.01100658638942533,0
2023-05-09,118.7699966430664,118.91000366210938,119.16999816894533,118.71379852294922,53384.0,0.0011788079733952078,0.0038410344269614,-0.004020401457349165,0.0010135736860261923,0.009416171056150887,1
2023-05-10,119.6500015258789,119.18000030517578,119.70999908447266,118.36000061035156,59676.0,-0.003928133846295599,0.01128289558633315,0.002270596541512404,0.002228285524833673,0.009023033987200621,0
2023-05-11,118.8000030517578,118.91999816894533,118.97000122070312,118.27999877929688,91160.0,0.0010100598830393122,0.00580810120943882,-0.0021815920084299334,0.0028608460985409144,0.008452239885531027,1
2023-05-12,119.22000122070312,118.73999786376952,119.31999969482422,118.16000366210938,61908.0,-0.004026198221932689,0.0097298777121083,-0.0015136251929644962,-0.0009045634249933654,0.0025064381374364808,0
2023-05-15,119.08000183105467,119.4000015258789,119.56999969482422,118.6999969482422,250749.0,0.0026872664587143194,0.007306035717200758,0.005558393750912938,2.2674326736349392e-05,0.0038491171686936484,1
2023-05-16,119.02999877929688,118.45999908447266,119.23999786376952,118.44000244140624,62016.0,-0.004788706214146076,0.006720956318302727,-0.007872717164099097,-0.0007477888146136368,0.005056814453045821,0
2023-05-17,118.9000015258789,119.61000061035156,119.73999786376952,118.47000122070312,114415.0,0.00597139676502126,0.010681216373155167,0.00970793124064473,0.0007396781252128282,0.006917986193261099,1
2023-05-18,119.5,120.31999969482422,120.41999816894533,119.37000274658205,75160.0,0.006861922132420241,0.008786572572077668,0.005935950847334226,0.00236318669636566,0.007012892814069686,1
2023-05-19,120.61000061035156,120.41000366210938,120.81999969482422,120.12000274658205,68563.0,-0.0016582119826722098,0.0058038051960849985,0.0007480382938285235,0.002815519393724264,0.006769022678311638,0
2023-05-22,120.3499984741211,120.48999786376952,120.8499984741211,120.19000244140624,43187.0,0.0011632687280717117,0.005483972090425719,0.0006643484696222668,0.0018367103374661298,0.006625566255806046,1
2023-05-23,119.87000274658205,119.11000061035156,120.11000061035156,118.94000244140624,85408.0,-0.006340219561329355,0.009760558456137082,-0.011453210041369788,0.0011206117620119916,0.007990267959510381,0
2023-05-24,118.33999633789062,117.87999725341795,118.45999908447266,117.63500213623048,125638.0,-0.0038870973357076734,0.006971412656517229,-0.010326616997991311,-0.002886297885715217,0.00762230106479676,0
2023-05-25,118.4800033569336,118.41000366210938,118.66999816894533,117.91500091552734,113087.0,-0.0005908144230325284,0.006372360162275431,0.004496152197492886,-0.0031742576156834844,0.007222392030734296,0
2023-05-26,118.81999969482422,119.9000015258789,120.0500030517578,118.6999969482422,95693.0,0.009089394326111349,0.011361775012480518,0.012583378242444265,-0.0008071896259603361,0.010168030965705406,1
2023-05-30,120.08000183105467,119.54000091552734,120.29000091552734,119.20999908447266,211588.0,-0.004497009554405889,0.008994019108812016,-0.0030025071373652734,-0.0015405607473578443,0.010167598579295988,0
2023-05-31,118.88999938964844,118.6500015258789,119.06999969482422,118.1500015258789,367495.0,-0.002018654764922368,0.007738230075434042,-0.007445201462541018,-0.0007389590315920902,0.009312781309503321,0
2023-06-01,118.97000122070312,120.01000213623048,120.33999633789062,118.70999908447266,143181.0,0.008741707193883574,0.013700909781400566,0.011462289025381489,0.00361882217308247,0.008787883229233967,1
2023-06-02,121.12999725341795,121.75,121.97000122070312,121.0,115856.0,0.005118490552632706,0.008007935628643418,0.014498773708830903,0.005619346475350073,0.010080931462807552,1
2023-06-05,121.79000091552734,121.47000122070312,122.04000091552734,121.29000091552734,99179.0,-0.0026274709944880304,0.006158141016192245,-0.0022997846348818962,0.0026427138998848408,0.009700694669360483,0
2023-06-06,121.3000030517578,121.98999786376952,122.0999984741211,121.23999786376952,77434.0,0.005688333014446036,0.007089864704987855,0.004280864722489008,0.0040993882718556975,0.009173595596888929,1
2023-06-07,120.77999877929688,120.16000366210938,121.0999984741211,120.02999877929688,93980.0,-0.005133259839821877,0.008859080192403756,-0.015001182340405927,0.0025881920962827153,0.011797829258746733,0
2023-06-08,120.3499984741211,120.98999786376952,121.04499816894533,120.11100006103516,109605.0,0.005317818012154297,0.007760682341105375,0.0069074082586921826,0.001677215942944854,0.011096302819689423,1
2023-06-09,121.1999969482422,121.0500030517578,121.58000183105467,120.83999633789062,100028.0,-0.0012375734344981667,0.006105656037929305,0.0004959516410261156,-0.0011233484706161035,0.008519081254740797,0
2023-06-12,121.41000366210938,122.0,122.04000091552734,121.2300033569336,48568.0,0.0048595364475287955,0.006671588288952013,0.007847971287006095,0.0009062027137614947,0.009338149813993826,1
2023-06-13,122.66000366210938,123.0199966430664,123.0999984741211,122.56999969482422,98753.0,0.002934884805227149,0.004320876923800352,0.008360628221855793,0.0017221554136348516,0.009869845360171514,1
2023-06-14,123.33000183105467,123.20999908447266,123.72000122070312,122.29000091552734,26683.0,-0.0009730215259901194,0.011594910272803589,0.001544484202495422,0.005031288722215121,0.0037170255207814307,0
2023-06-15,123.11000061035156,124.73999786376952,124.98999786376952,123.01000213623048,302141.0,0.013240169322855953,0.01608314286185251,0.012417813413405643,0.0061333697531578135,0.005005824717096067,1
2023-06-16,125.26000213623048,124.29000091552734,125.33000183105467,124.23999786376952,131863.0,-0.007743902316464785,0.008701931571897052,-0.0036074792043336856,0.005312683584085853,0.0063239455819587495,0
2023-06-20,123.61000061035156,123.25,123.63999938964844,122.88500213623048,136135.0,-0.0029123906526493026,0.006107897821292691,-0.008367534860943215,0.002069582354495991,0.00848677376767227,0
2023-06-21,123.02999877929688,122.95999908447266,123.41500091552734,122.66000366210938,276194.0,-0.0005689644437840805,0.006136692358847828,-0.0023529486046843795,-7.313301081204315e-05,0.007828261177149255,0
2023-06-22,122.37000274658205,123.0199966430664,123.0199966430664,122.27999877929688,156955.0,0.005311709421388536,0.006047216206262611,0.0004879437137319531,-0.0002844411085647369,0.007787836000966605,1
2023-06-23,121.72000122070312,121.7300033569336,122.20999908447266,121.56009674072266,127532.0,8.21733168761052e-05,0.0053393225208040775,-0.01048604553189536,-0.004865212897624938,0.004483571965067553,1
2023-06-26,121.75,121.4499969482422,122.16500091552734,121.4000015258789,139665.0,-0.0024640907741913616,0.006283362543313655,-0.002300225096276143,-0.004603762076013429,0.004611538679794964,0
2023-06-27,121.7300033569336,122.80500030517578,122.93000030517578,121.63999938964844,87143.0,0.008830994155895232,0.010597230591909508,0.01115688259350911,-0.000698878585122964,0.007795134947776836,1
2023-06-28,122.43000030517578,122.7699966430664,123.08999633789062,122.38999938964844,239710.0,0.002777067197934586,0.005717527946559964,-0.00028503450203487546,-0.00028529576459306315,0.0077400998211346545,1
2023-06-29,122.69000244140624,123.06999969482422,123.12000274658205,122.5,46126.0,0.003097214490638391,0.00505340886987221,0.002443618636156053,0.00010583921989175682,0.007837740787367408,1
2023-06-30,124.08000183105467,124.55999755859376,124.77999877929688,124.08000183105467,73733.0,0.0038684374633766155,0.005641496920634368,0.012106913687042198,0.0046244310636792685,0.006623256886100025,1
2023-07-03,124.56999969482422,124.75,124.7699966430664,124.4800033569336,82174.0,0.001444973152578888,0.002327954458081784,0.0015253889300765877,0.005389553868949815,0.005792155509687143,1
2023-07-05,124.04000091552734,124.20999908447266,124.33999633789062,123.95999908447266,318997.0,0.0013705108649675292,0.003063505728903946,-0.004328664653525771,0.0022924444195428382,0.00607078079243163,1
2023-07-06,122.83000183105467,122.75,122.87999725341795,122.0199966430664,231932.0,-0.0006513215815522907,0.0070015517180764,-0.011754279810273105,-1.4046421048075076e-06,0.008828587997639248,0
2023-07-07,122.6500015258789,122.8499984741211,123.79000091552734,122.54000091552734,45825.0,0.0016306314370488494,0.01019160199306033,0.0008146515203348859,-0.00032719806526904094,0.00874546977275052,1
2023-07-10,122.8000030517578,123.11000061035156,123.18000030517578,122.70999908447266,111869.0,0.002524410023533194,0.0038273714089813882,0.002116419531622782,-0.0023252968963529243,0.0058595030374032795,1
2023-07-11,123.56999969482422,124.13999938964844,124.18000030517578,123.27999877929688,79768.0,0.004612767631560441,0.007283333560747781,0.0083664915456938,-0.0009570763732294818,0.007540913822897908,1
2023-07-12,125.41999816894533,125.48999786376952,125.79000091552734,125.2300033569336,110941.0,0.0005581222759220438,0.004464978207378163,0.0108748065148907,0.0020836178604538126,0.008801395672989551,1
2023-07-13,126.4000015258789,126.98999786376952,127.1750030517578,126.36000061035156,201224.0,0.004667692490255358,0.00644780404721256,0.011953143880266692,0.006825102598561772,0.0050835520915934705,1
2023-07-14,127.04000091552734,126.61000061035156,127.25,126.54000091552734,65408.0,-0.0033847630830993237,0.005588783685106832,-0.002992340025279816,0.006063704289438832,0.006338927907279824,0
2023-07-17,126.5,126.98999786376952,127.04499816894533,126.44000244140624,39109.0,0.003873500899363771,0.004782574921257636,0.0030013209982315825,0.006240684582760591,0.006212257085726191,1
2023-07-18,127.0,127.93000030517578,128.02999877929688,126.87999725341795,85550.0,0.007322837048628199,0.009055130125030869,0.007402176999913523,0.006047821673604537,0.006144358820890688,1
2023-07-19,128.1300048828125,128.1699981689453,128.3925018310547,127.91999816894533,78745.0,0.0003121305284378183,0.003687689409998165,0.0018760092487846158,0.00424806222038332,0.005677172427406282,1
2023-07-20,127.87999725341795,127.33999633789062,128.03900146484375,127.1500015258789,171254.0,-0.004222716039453907,0.00695182951250089,-0.006475788740830213,0.0005622756961639386,0.0053997391516690816,0
2023-07-21,127.77999877929688,127.37000274658205,127.79000091552734,127.3499984741211,54665.0,-0.0032086088326153416,0.0034434375145536464,0.00023564009387744278,0.0012078717199953902,0.005050152432944049,0
2023-07-24,127.48999786376952,127.6500015258789,127.80239868164062,127.2300033569336,150353.0,0.001255029137896468,0.00448972730644069,0.0021983102242209007,0.001047269565193254,0.0049912849357729,1
2023-07-25,127.58000183105467,127.91999816894533,128.2180938720703,127.58000183105467,255405.0,0.0026649657705828137,0.005001505187784996,0.002115132313662338,-1.013937205698312e-05,0.003701912184368893,1
2023-07-26,127.47000122070312,128.02999877929688,128.27999877929688,127.47000122070312,187268.0,0.004393171359778709,0.0063544171243186095,0.0008599172289407431,-0.00021335777602575766,0.0035989431974398555,1
2023-07-27,128.92999267578125,127.2300033569336,129.00999450683594,127.0500030517578,249624.0,-0.013185367373149548,0.015201982210663014,-0.0062484998046618,-0.00016789998879207513,0.0035001476475414947,0
2023-07-28,128.25999450683594,128.47000122070312,128.60000610351562,127.98999786376952,235889.0,0.0016373516518121687,0.004756028893433299,0.009746112010158514,0.0017341943944641392,0.005679769104490566,1
2023-07-31,128.63999938964844,128.52999877929688,128.82949829101562,128.27000427246094,199005.0,-0.0008551042511930715,0.004349300538007539,0.0004670160973274662,0.0013879355690854522,0.005697147746544812,0
2023-08-01,128.02000427246094,127.93000030517578,128.17849731445312,127.63999938964844,159701.0,-0.0007030461199923385,0.0042063576537508885,-0.004668159027616303,3.127730082972402e-05,0.006260487763716704,0
2023-08-02,126.86000061035156,125.8000030517578,126.86000061035156,125.6500015258789,413244.0,-0.008355648380055819,0.009538066204091776,-0.016649708812138675,-0.0034706479073861596,0.009656941556588732,0
2023-08-03,125.11000061035156,125.41999816894533,125.95999908447266,124.9499969482422,237816.0,0.002477799992657942,0.008072912887084482,-0.0030207064673609674,-0.002825089239925993,0.00953189825113643,1
2023-08-04,126.0,125.1500015258789,126.70999908447266,125.02999877929688,112140.0,-0.006746019635881696,0.013333335755363343,-0.00215273996976717,-0.00520485963591113,0.006661995835764823,0
2023-08-07,125.87999725341795,126.22000122070312,126.30999755859376,125.5199966430664,240020.0,0.002701016640480889,0.006275825649542644,0.008549737768904109,-0.003588315301595801,0.008964951918083634,1
2023-08-08,125.29000091552734,125.6500015258789,125.72000122070312,124.63500213623048,204524.0,0.0028733387159465425,0.008659901640548051,-0.004515922114653903,-0.0035578679190033215,0.008960625093787795,1
2023-08-09,125.73999786376952,124.9499969482422,125.73999786376952,124.76609802246094,325393.0,-0.006282813177579548,0.007745346412075907,-0.005571067004663144,-0.0013421395575082152,0.005685081793900148,0
