timestamp,open,high,low,close,volume,trade_count,vwap,ret_1m,ret_5m,ret_15m,roll_mean_5m,roll_mean_15m,roll_std_5m,roll_std_15m,vol_roll_mean_15m,vol_roll_std_15m,hour,minute_of_day,minute_of_day_norm,close_to_roll_mean_15m,future_ret_15m,target_up
2025-11-06 20:23:00+00:00,182.89,182.89,182.89,182.89,200.0,2.0,182.89,2.7339584985019982e-05,0.001094750670534772,0.0029338378437662183,182.88299999999998,182.5573333333333,0.025884358211306278,0.38159845512317714,227.13333333333333,138.9773191499075,20,1223,0.8493055555555555,0.0018222585781271228,-0.00421018098310455,0
2025-11-06 20:25:00+00:00,182.88,182.88,182.88,182.88,323.0,2.0,182.88,-5.4677675105252455e-05,-5.4677675105252455e-05,0.003732162458836452,182.881,182.60266666666666,0.02559296778435743,0.37647266390361384,242.0,136.30794966859835,20,1225,0.8506944444444444,0.0015187803025877855,-0.00426509186351709,0
2025-11-06 20:28:00+00:00,182.785,182.785,182.785,182.785,300.0,1.0,182.785,-0.0005194663167104041,-0.0006833962057842813,0.002165688908383201,182.856,182.62899999999996,0.04435651023254264,0.37434323440243356,241.53333333333333,136.0813132267756,20,1228,0.8527777777777777,0.0008541907364112422,-0.00418524495992556,0
2025-11-06 20:29:00+00:00,182.795,182.795,182.795,182.795,100.0,1.0,182.795,5.470908444338285e-05,-0.0002461168234523248,0.004588920641899197,182.84699999999998,182.68466666666663,0.05227332015482707,0.32682163476796383,228.2,139.6936443998591,20,1229,0.8534722222222222,0.0006039550847181108,-0.008780327689488221,0
2025-11-06 20:31:00+00:00,182.68,182.68,182.625,182.63,800.0,3.0,182.654375,-0.000902650510134273,-0.001394318834240127,0.00373729046441329,182.796,182.73,0.1043671404226666,0.2574323766961994,268.2,202.72437305013779,20,1231,0.8548611111111111,-0.000547255513599243,-0.007501505776707051,0
2025-11-06 20:32:00+00:00,182.6,182.665,182.6,182.665,224.0,4.0,182.6325,0.00019164430816398514,-0.0012302476898682357,0.0034333113601405785,182.75099999999998,182.77166666666665,0.10218855121783973,0.1752311398724005,269.8,202.2417930526301,20,1232,0.8555555555555555,-0.0005836061388070357,-0.007472695918758321,0
2025-11-06 20:34:00+00:00,182.69,182.735,182.69,182.735,200.0,2.0,182.7125,0.0003832151753211388,-0.0007928696412947689,0.0027987378241185468,182.72199999999998,182.80566666666667,0.07276675064889136,0.09064977083485914,276.46666666666664,197.8451294272751,20,1234,0.8569444444444444,-0.0003865671560143724,-0.007497195392234701,0
2025-11-06 20:36:00+00:00,182.7,182.7,182.7,182.7,100.0,1.0,182.7,-0.000191534188852871,-0.0004650272177695314,-0.0006017176303266814,182.70499999999998,182.79833333333332,0.0637377439198807,0.09463589372422612,269.8,202.2417930526301,20,1236,0.8583333333333333,-0.0005379334239006273,-0.00738916256157629,0
2025-11-06 20:37:00+00:00,182.715,182.715,182.715,182.715,100.0,1.0,182.715,8.210180623979824e-05,-0.00043764873218621325,-0.0009568593143418624,182.68900000000002,182.7866666666667,0.04174326292942583,0.09330569318633025,269.8,202.2417930526301,20,1237,0.8590277777777777,-0.00039207819680509015,-0.007142270749528001,0
2025-11-06 20:39:00+00:00,182.595,182.6,182.595,182.6,221.0,3.0,182.5975,-0.0006293955066634105,-0.00016426654985490785,-0.0010394441709065116,182.683,182.77399999999997,0.05298584716690637,0.10498639367637398,277.8666666666667,197.33903627537873,20,1239,0.8604166666666667,-0.0009519953603902565,-0.007612267250821425,0
2025-11-06 20:44:00+00:00,182.465,182.465,182.465,182.465,600.0,1.0,182.465,-0.0007393209200438067,-0.0010949005009168733,-0.0012315945043516185,182.643,182.75900000000001,0.1122831242885107,0.13075604329119545,304.53333333333336,212.50844240932665,20,1244,0.8638888888888889,-0.001608675906521806,-0.006001150905653119,0
2025-11-06 20:47:00+00:00,182.325,182.325,182.325,182.325,116.0,2.0,182.325,-0.0007672704354260151,-0.002243686212274776,-0.003089288643446819,182.561,182.72133333333332,0.16543125460437016,0.16674902726931248,272.26666666666665,200.866859481835,20,1247,0.8659722222222223,-0.002169058894783249,-0.006609077197312407,0
2025-11-06 20:52:00+00:00,182.395,182.395,182.395,182.395,110.0,11.0,182.395,0.0003839297956946819,-0.0016694033935411579,-0.0028155923678311323,182.5,182.68699999999998,0.1574007623868556,0.1777819691966799,272.93333333333334,200.26998443767522,20,1252,0.8694444444444445,-0.0015983622261024344,-0.007154801392582066,0
2025-11-06 20:53:00+00:00,182.35,182.35,182.32,182.32,200.0,2.0,182.335,-0.0004111954823323716,-0.0021618367402785887,-0.002844016626558754,182.421,182.65233333333333,0.11626478400594147,0.1956205023825449,266.26666666666665,200.96782495381362,20,1253,0.8701388888888889,-0.0018194858355674581,-0.008912900394909995,0
2025-11-06 20:55:00+00:00,182.21,182.21,182.21,182.21,100.0,1.0,182.21,-0.0006033347959630841,-0.0021358159912375774,-0.0036908439729883558,182.34300000000002,182.60733333333334,0.09503946548637067,0.21495736011283947,246.26666666666668,201.6349128877192,20,1255,0.8715277777777778,-0.0021758892486976045,-0.009768947917238369,0
2025-11-06 20:57:00+00:00,182.12,182.12,182.12,182.12,101.0,2.0,182.12,-0.0004939355688491354,-0.0018907735730140374,-0.00421018098310455,182.274,182.556,0.10859327787631821,0.23375200533901053,239.66666666666666,204.85209530873968,20,1257,0.8729166666666667,-0.0023883082451412463,-0.008950142763013424,0
2025-11-06 20:58:00+00:00,182.11,182.11,182.1,182.1,501.0,4.0,182.102,-0.000109817702613757,-0.0012340600575894145,-0.00426509186351709,182.22899999999998,182.504,0.1272006289289418,0.24309903919420897,251.53333333333333,214.93183858631843,20,1258,0.8736111111111111,-0.0022136501117783203,-0.008786381109280539,0
2025-11-06 20:59:00+00:00,182.02,182.02,182.02,182.02,167.0,6.0,182.02,-0.0004393190554639048,-0.002055977411661525,-0.00418524495992556,182.154,182.45299999999997,0.11480418110813194,0.2596206023081684,242.66666666666666,215.53212112837207,20,1259,0.8743055555555556,-0.002373213923585582,-0.008185913635864295,0
2025-11-07 14:53:00+00:00,181.19,181.19,181.19,181.19,100.0,1.0,181.19,-0.004559938468300273,-0.006197893813075894,-0.008780327689488221,181.92800000000003,182.346,0.41805502030222197,0.4009016623277202,242.66666666666666,215.53212112837207,14,893,0.6201388888888889,-0.006339596152369675,-0.003394227054473231,0
2025-11-07 15:10:00+00:00,181.25,181.26,181.25,181.26,410.0,4.0,181.255,0.0003863347866879252,-0.005213764337852034,-0.007501505776707051,181.738,182.25466666666668,0.4704465963314833,0.4798603467478135,216.66666666666666,159.82073290617421,15,910,0.6319444444444444,-0.005457564872595966,-0.005185920776784703,0
2025-11-07 15:13:00+00:00,181.3,181.3,181.3,181.3,300.0,1.0,181.3,0.00022067747986320718,-0.0045025258071600405,-0.007472695918758321,181.574,182.16366666666667,0.44629586599010784,0.5238949822062828,221.73333333333332,161.26795211991868,15,913,0.6340277777777777,-0.004741157676887542,-0.005405405405405461,0
2025-11-07 15:17:00+00:00,181.37,181.37,181.32,181.365,587.0,6.0,181.348596,0.00035852178709316895,-0.00403624382207568,-0.007497195392234701,181.427,182.07233333333335,0.3375203697554336,0.5364461984295146,247.53333333333333,186.5218741161731,15,917,0.6368055555555555,-0.0038849028865817203,-0.004218013398395559,0
2025-11-07 15:18:00+00:00,181.35,181.35,181.35,181.35,100.0,1.0,181.35,-8.270614506666885e-05,-0.0036809141852544025,-0.00738916256157629,181.293,181.98233333333334,0.07102816342710795,0.5368654615538843,247.53333333333333,186.5218741161731,15,918,0.6375,-0.003474696261725141,-0.004025365315687868,0
2025-11-07 15:21:00+00:00,181.41,181.41,181.41,181.41,100.0,1.0,181.41,0.0003308519437552615,0.0012141950438766536,-0.007142270749528001,181.337,181.89533333333333,0.05826662852639543,0.5149461368040853,247.53333333333333,186.5218741161731,15,921,0.6395833333333333,-0.002668201126655223,-0.004409900226007291,0
2025-11-07 15:25:00+00:00,181.21,181.21,181.21,181.21,100.0,1.0,181.21,-0.0011024750565017394,-0.00027584684982884244,-0.007612267250821425,181.327,181.80266666666665,0.07628892448993814,0.5040332566502342,239.46666666666667,190.3289883583786,15,925,0.6423611111111112,-0.0032599448486270166,-0.0040836598421720716,0
