Datetime,Adj Close,Close,High,Low,Open,Volume
,URTH,URTH,URTH,URTH,URTH,URTH
2023-01-04 14:30:00+00:00,109.55999755859375,109.55999755859375,110.23999786376953,109.19999694824219,110.08000183105469,15117
2023-01-04 15:30:00+00:00,110.02999877929688,110.02999877929688,110.08999633789062,109.5,109.63999938964844,4149
2023-01-04 16:30:00+00:00,110.5199966430664,110.5199966430664,110.6500015258789,110.1500015258789,110.1500015258789,19290
2023-01-04 17:30:00+00:00,110.4000015258789,110.4000015258789,110.61000061035156,110.13999938964844,110.5199966430664,22823
2023-01-04 18:30:00+00:00,109.56999969482422,109.56999969482422,110.5,109.56999969482422,110.38999938964844,52734
2023-01-04 19:30:00+00:00,109.95999908447266,109.95999908447266,110.22000122070312,109.5199966430664,109.55999755859375,71177
2023-01-04 20:30:00+00:00,110.19000244140625,110.19000244140625,110.22000122070312,109.54000091552734,109.94999694824219,35341
2023-01-05 14:30:00+00:00,109.0999984741211,109.0999984741211,109.4800033569336,108.80000305175781,109.4800033569336,0
2023-01-05 15:30:00+00:00,108.93000030517578,108.93000030517578,109.16000366210938,108.81999969482422,109.06999969482422,73051
2023-01-05 16:30:00+00:00,109.04000091552734,109.04000091552734,109.04000091552734,108.86000061035156,108.86000061035156,23614
2023-01-05 17:30:00+00:00,109.40809631347656,109.40809631347656,109.40809631347656,108.86000061035156,109.05000305175781,5467
2023-01-05 18:30:00+00:00,109.0999984741211,109.0999984741211,109.4000015258789,109.0999984741211,109.33999633789062,1475
2023-01-05 19:30:00+00:00,108.94999694824219,108.94999694824219,109.40760040283203,108.9000015258789,109.1500015258789,50928
2023-01-05 20:30:00+00:00,108.87999725341797,108.87999725341797,109.02999877929688,108.83000183105469,108.94000244140625,4823
2023-01-06 14:30:00+00:00,109.94000244140625,109.94000244140625,110.06999969482422,108.97000122070312,109.69999694824219,110356
2023-01-06 15:30:00+00:00,110.69000244140625,110.69000244140625,110.81999969482422,110.0,110.0,30266
2023-01-06 16:30:00+00:00,110.8010025024414,110.8010025024414,111.05999755859375,110.69999694824219,110.69999694824219,28214
2023-01-06 17:30:00+00:00,110.90750122070312,110.90750122070312,110.91000366210938,110.75,110.81999969482422,26957
2023-01-06 18:30:00+00:00,111.36009979248047,111.36009979248047,111.44999694824219,111.01000213623047,111.04000091552734,30194
2023-01-06 19:30:00+00:00,111.47000122070312,111.47000122070312,111.68000030517578,111.37000274658203,111.37000274658203,18818
2023-01-06 20:30:00+00:00,111.47000122070312,111.47000122070312,111.63999938964844,111.33999633789062,111.5,36844
2023-01-09 14:30:00+00:00,112.48999786376953,112.48999786376953,112.65119934082031,111.95999908447266,112.25,52785
2023-01-09 15:30:00+00:00,113.0,113.0,113.0,112.53500366210938,112.53500366210938,106797
2023-01-09 16:30:00+00:00,112.73999786376953,112.73999786376953,112.9800033569336,112.63999938964844,112.96499633789062,111045
2023-01-09 17:30:00+00:00,112.55000305175781,112.55000305175781,112.75890350341797,112.44000244140625,112.75890350341797,36316
