timestamp,open,high,low,close,volume,trade_count,vwap
2025-11-10 15:28:00+00:00,184.54,184.54,184.54,184.54,200.0,1.0,184.54
2025-11-10 16:08:00+00:00,183.87,183.87,183.87,183.87,203.0,4.0,183.87
2025-11-10 16:09:00+00:00,183.86,183.86,183.86,183.86,100.0,1.0,183.86
2025-11-10 16:14:00+00:00,183.92,183.92,183.92,183.92,100.0,1.0,183.92
2025-11-10 16:32:00+00:00,183.88,183.88,183.88,183.88,161.0,4.0,183.88
2025-11-10 16:35:00+00:00,183.805,183.81,183.74,183.74,715.0,9.0,183.783571
2025-11-10 16:40:00+00:00,183.705,183.705,183.705,183.705,105.0,2.0,183.705
2025-11-10 16:43:00+00:00,183.76,183.76,183.76,183.76,167.0,2.0,183.76
2025-11-10 17:08:00+00:00,184.27,184.27,184.27,184.27,200.0,2.0,184.27
2025-11-10 17:30:00+00:00,184.29,184.29,184.29,184.29,798.0,10.0,184.29
2025-11-10 17:35:00+00:00,184.35,184.36,184.35,184.36,200.0,2.0,184.355
2025-11-10 17:36:00+00:00,184.37,184.37,184.37,184.37,200.0,2.0,184.37
2025-11-10 17:37:00+00:00,184.38,184.38,184.38,184.38,100.0,1.0,184.38
2025-11-10 17:38:00+00:00,184.4,184.435,184.4,184.435,500.0,4.0,184.428
2025-11-10 17:40:00+00:00,184.475,184.475,184.475,184.475,400.0,1.0,184.475
2025-11-10 17:57:00+00:00,184.69,184.69,184.69,184.69,258.0,4.0,184.69
2025-11-10 17:58:00+00:00,184.73,184.73,184.73,184.73,104.0,3.0,184.73
2025-11-10 18:00:00+00:00,184.67,184.67,184.67,184.67,186.0,2.0,184.67
2025-11-10 18:18:00+00:00,184.78,184.78,184.78,184.78,200.0,2.0,184.78
2025-11-10 18:19:00+00:00,184.78,184.78,184.78,184.78,300.0,3.0,184.78
2025-11-10 18:21:00+00:00,184.71,184.71,184.71,184.71,100.0,1.0,184.71
2025-11-10 18:25:00+00:00,184.81,184.82,184.81,184.82,2000.0,3.0,184.8195
2025-11-10 18:40:00+00:00,184.88,184.88,184.88,184.88,100.0,1.0,184.88
2025-11-10 18:44:00+00:00,184.83,184.83,184.83,184.83,110.0,2.0,184.83
2025-11-10 18:45:00+00:00,184.85,184.85,184.85,184.85,110.0,2.0,184.85
2025-11-10 19:45:00+00:00,185.08,185.08,185.07,185.07,210.0,3.0,185.075
2025-11-10 19:46:00+00:00,185.08,185.08,185.08,185.08,310.0,4.0,185.08
2025-11-10 19:56:00+00:00,185.22,185.22,185.21,185.21,210.0,3.0,185.215
2025-11-10 20:11:00+00:00,185.25,185.25,185.25,185.25,100.0,1.0,185.25
2025-11-10 20:14:00+00:00,185.295,185.295,185.295,185.295,297.0,1.0,185.295
2025-11-10 20:15:00+00:00,185.29,185.29,185.29,185.29,210.0,4.0,185.29
2025-11-10 20:29:00+00:00,185.17,185.17,185.17,185.17,101.0,2.0,185.17
2025-11-10 20:30:00+00:00,185.17,185.17,185.17,185.17,312.0,7.0,185.17
2025-11-10 20:38:00+00:00,185.285,185.285,185.285,185.285,101.0,2.0,185.285
2025-11-10 20:40:00+00:00,185.28,185.28,185.28,185.28,257.0,4.0,185.28
2025-11-10 20:43:00+00:00,185.27,185.27,185.27,185.27,120.0,3.0,185.27
2025-11-10 20:45:00+00:00,185.27,185.27,185.27,185.27,100.0,1.0,185.27
2025-11-10 20:52:00+00:00,185.27,185.27,185.25,185.25,820.0,9.0,185.254694
2025-11-10 20:54:00+00:00,185.38,185.38,185.38,185.38,100.0,1.0,185.38
2025-11-10 20:56:00+00:00,185.2,185.2,185.2,185.2,247.0,3.0,185.2
2025-11-10 20:58:00+00:00,185.205,185.21,185.18,185.18,645.0,7.0,185.203333
2025-11-10 20:59:00+00:00,185.25,185.25,185.15,185.15,543.0,10.0,185.216667
2025-11-11 15:06:00+00:00,184.99,184.99,184.99,184.99,200.0,2.0,184.99
2025-11-11 15:08:00+00:00,185.09,185.13,185.09,185.13,200.0,2.0,185.11
2025-11-11 15:32:00+00:00,185.04,185.04,185.04,185.04,100.0,1.0,185.04
2025-11-11 16:03:00+00:00,185.05,185.05,185.05,185.05,100.0,1.0,185.05
2025-11-11 16:31:00+00:00,185.05,185.05,185.05,185.05,100.0,1.0,185.05
2025-11-11 16:35:00+00:00,185.125,185.125,185.125,185.125,162.0,2.0,185.125
2025-11-11 16:53:00+00:00,185.25,185.25,185.25,185.25,100.0,1.0,185.25
2025-11-11 17:05:00+00:00,185.3,185.3,185.3,185.3,100.0,1.0,185.3
2025-11-11 18:19:00+00:00,185.89,185.89,185.89,185.89,100.0,1.0,185.89
2025-11-11 18:25:00+00:00,185.84,185.84,185.835,185.84,540.0,3.0,185.838889
2025-11-11 19:44:00+00:00,185.86,185.86,185.86,185.86,100.0,1.0,185.86
2025-11-11 19:56:00+00:00,185.94,185.945,185.94,185.945,700.0,6.0,185.944286
2025-11-11 20:21:00+00:00,185.86,185.86,185.86,185.86,100.0,1.0,185.86
2025-11-11 20:26:00+00:00,185.87,185.87,185.87,185.87,120.0,1.0,185.87
2025-11-11 20:34:00+00:00,185.815,185.815,185.815,185.815,220.0,2.0,185.815
2025-11-12 14:33:00+00:00,186.3,186.3,186.29,186.29,310.0,3.0,186.296667
2025-11-12 14:34:00+00:00,186.3,186.3,186.3,186.3,110.0,1.0,186.3
2025-11-12 14:35:00+00:00,186.32,186.32,186.32,186.32,111.0,3.0,186.32
2025-11-12 14:38:00+00:00,186.39,186.39,186.39,186.39,100.0,1.0,186.39
2025-11-12 14:39:00+00:00,186.48,186.48,186.42,186.42,205.0,3.0,186.45
2025-11-12 14:40:00+00:00,186.43,186.43,186.43,186.43,103.0,2.0,186.43
2025-11-12 14:41:00+00:00,186.36,186.36,186.36,186.36,110.0,2.0,186.36
2025-11-12 14:43:00+00:00,186.42,186.42,186.42,186.42,413.0,2.0,186.42
2025-11-12 14:45:00+00:00,186.35,186.35,186.35,186.35,100.0,1.0,186.35
2025-11-12 14:47:00+00:00,186.16,186.16,186.16,186.16,201.0,2.0,186.16
2025-11-12 14:59:00+00:00,186.24,186.24,186.24,186.24,499.0,4.0,186.24
2025-11-12 15:04:00+00:00,186.45,186.45,186.45,186.45,140.0,4.0,186.45
2025-11-12 15:07:00+00:00,186.31,186.31,186.31,186.31,100.0,1.0,186.31
2025-11-12 15:10:00+00:00,186.435,186.435,186.435,186.435,222.0,7.0,186.435
2025-11-12 15:14:00+00:00,186.17,186.17,186.17,186.17,100.0,1.0,186.17
2025-11-12 15:15:00+00:00,186.16,186.17,186.15,186.17,1861.0,18.0,186.157419
2025-11-12 15:16:00+00:00,186.2,186.22,186.2,186.22,494.0,7.0,186.210349
2025-11-12 15:17:00+00:00,186.24,186.24,186.24,186.24,1000.0,1.0,186.24
2025-11-12 15:19:00+00:00,186.22,186.22,186.22,186.22,102.0,3.0,186.22
2025-11-12 15:21:00+00:00,186.27,186.27,186.27,186.27,100.0,1.0,186.27
2025-11-12 15:29:00+00:00,186.28,186.28,186.28,186.28,100.0,1.0,186.28
2025-11-12 15:31:00+00:00,186.215,186.22,186.215,186.22,210.0,3.0,186.2175
2025-11-12 15:32:00+00:00,186.13,186.155,186.13,186.155,201.0,3.0,186.1425
2025-11-12 15:36:00+00:00,186.03,186.03,186.03,186.03,102.0,2.0,186.03
2025-11-12 15:47:00+00:00,186.1,186.1,186.1,186.1,102.0,3.0,186.1
2025-11-12 15:51:00+00:00,186.15,186.15,186.15,186.15,100.0,1.0,186.15
2025-11-12 15:52:00+00:00,186.13,186.13,186.1,186.1,320.0,4.0,186.12
2025-11-12 15:56:00+00:00,186.06,186.06,186.06,186.06,320.0,7.0,186.06
2025-11-12 15:59:00+00:00,186.045,186.065,186.045,186.06,2000.0,4.0,186.058
2025-11-12 16:03:00+00:00,186.07,186.07,186.07,186.07,100.0,1.0,186.07
2025-11-12 16:19:00+00:00,186.02,186.02,186.02,186.02,106.0,3.0,186.02
2025-11-12 16:21:00+00:00,185.99,185.99,185.99,185.99,200.0,1.0,185.99
2025-11-12 16:24:00+00:00,185.93,185.93,185.93,185.93,210.0,3.0,185.93
2025-11-12 16:27:00+00:00,186.0,186.0,186.0,186.0,100.0,1.0,186.0
2025-11-12 16:28:00+00:00,186.03,186.03,186.03,186.03,110.0,2.0,186.03
2025-11-12 16:30:00+00:00,186.06,186.06,186.06,186.06,100.0,1.0,186.06
2025-11-12 16:39:00+00:00,186.16,186.16,186.16,186.16,100.0,1.0,186.16
2025-11-12 16:40:00+00:00,186.1,186.1,186.1,186.1,110.0,2.0,186.1
2025-11-12 16:49:00+00:00,185.77,185.77,185.77,185.77,100.0,1.0,185.77
2025-11-12 16:55:00+00:00,185.92,185.92,185.92,185.92,100.0,1.0,185.92
2025-11-12 17:05:00+00:00,186.07,186.07,186.07,186.07,102.0,3.0,186.07
2025-11-12 17:09:00+00:00,186.11,186.11,186.11,186.11,100.0,1.0,186.11
2025-11-12 17:15:00+00:00,186.18,186.18,186.18,186.18,131.0,3.0,186.18
2025-11-12 17:27:00+00:00,186.1,186.1,186.1,186.1,114.0,4.0,186.1
2025-11-12 17:29:00+00:00,186.11,186.11,186.11,186.11,300.0,5.0,186.11
2025-11-12 17:32:00+00:00,186.11,186.11,186.11,186.11,200.0,3.0,186.11
2025-11-12 17:35:00+00:00,186.19,186.19,186.19,186.19,105.0,2.0,186.19
2025-11-12 17:46:00+00:00,186.31,186.31,186.31,186.31,110.0,2.0,186.31
2025-11-12 17:49:00+00:00,186.25,186.25,186.25,186.25,319.0,6.0,186.25
2025-11-12 17:51:00+00:00,186.2,186.2,186.2,186.2,172.0,2.0,186.2
2025-11-12 17:55:00+00:00,186.25,186.25,186.25,186.25,200.0,1.0,186.25
2025-11-12 18:00:00+00:00,186.38,186.38,186.38,186.38,101.0,2.0,186.38
2025-11-12 18:03:00+00:00,186.35,186.35,186.35,186.35,100.0,1.0,186.35
2025-11-12 18:07:00+00:00,186.33,186.33,186.31,186.31,620.0,5.0,186.319324
2025-11-12 18:08:00+00:00,186.34,186.34,186.32,186.32,200.0,2.0,186.33
2025-11-12 18:23:00+00:00,186.33,186.33,186.33,186.33,101.0,2.0,186.33
2025-11-12 18:34:00+00:00,186.34,186.34,186.34,186.34,100.0,1.0,186.34
2025-11-12 18:50:00+00:00,186.29,186.29,186.27,186.27,565.0,7.0,186.275
2025-11-12 18:51:00+00:00,186.31,186.31,186.31,186.31,199.0,2.0,186.31
2025-11-12 18:57:00+00:00,186.35,186.35,186.35,186.35,100.0,1.0,186.35
2025-11-12 19:53:00+00:00,186.15,186.15,186.15,186.15,115.0,5.0,186.15
2025-11-12 20:05:00+00:00,186.05,186.05,186.05,186.05,210.0,2.0,186.05
2025-11-12 20:14:00+00:00,186.06,186.06,186.06,186.06,100.0,1.0,186.06
2025-11-12 20:18:00+00:00,186.16,186.16,186.16,186.16,115.0,7.0,186.16
2025-11-12 20:25:00+00:00,186.17,186.17,186.17,186.17,178.0,7.0,186.17
2025-11-12 20:27:00+00:00,186.19,186.19,186.19,186.19,111.0,3.0,186.19
2025-11-12 20:31:00+00:00,186.26,186.26,186.26,186.26,107.0,8.0,186.26
2025-11-12 20:44:00+00:00,186.37,186.37,186.37,186.37,200.0,1.0,186.37
2025-11-12 20:52:00+00:00,186.39,186.4,186.39,186.4,242.0,7.0,186.395
2025-11-12 20:55:00+00:00,186.28,186.28,186.28,186.28,111.0,3.0,186.28
2025-11-13 14:30:00+00:00,185.46,185.46,185.46,185.46,100.0,1.0,185.46
2025-11-13 14:31:00+00:00,185.385,185.41,185.385,185.41,200.0,2.0,185.3975
2025-11-13 14:39:00+00:00,185.155,185.155,185.155,185.155,100.0,1.0,185.155
2025-11-13 14:42:00+00:00,185.14,185.14,185.14,185.14,100.0,1.0,185.14
2025-11-13 14:43:00+00:00,184.975,184.975,184.975,184.975,100.0,1.0,184.975
2025-11-13 14:44:00+00:00,184.91,184.91,184.91,184.91,100.0,1.0,184.91
2025-11-13 14:45:00+00:00,184.885,184.885,184.885,184.885,100.0,1.0,184.885
2025-11-13 14:47:00+00:00,185.045,185.045,185.045,185.045,100.0,1.0,185.045
2025-11-13 14:49:00+00:00,185.09,185.09,185.09,185.09,100.0,1.0,185.09
2025-11-13 14:51:00+00:00,185.15,185.15,185.15,185.15,100.0,1.0,185.15
2025-11-13 14:54:00+00:00,185.13,185.13,185.035,185.035,200.0,2.0,185.0825
2025-11-13 14:56:00+00:00,185.15,185.15,185.15,185.15,100.0,1.0,185.15
2025-11-13 14:57:00+00:00,185.165,185.165,185.165,185.165,100.0,1.0,185.165
2025-11-13 14:59:00+00:00,185.195,185.215,185.195,185.215,200.0,2.0,185.205
2025-11-13 15:01:00+00:00,185.12,185.12,185.04,185.04,200.0,2.0,185.08
2025-11-13 15:02:00+00:00,184.975,184.975,184.975,184.975,100.0,1.0,184.975
2025-11-13 15:03:00+00:00,185.02,185.02,185.02,185.02,100.0,1.0,185.02
2025-11-13 15:04:00+00:00,184.96,184.96,184.96,184.96,100.0,1.0,184.96
2025-11-13 15:05:00+00:00,184.99,184.99,184.99,184.99,100.0,1.0,184.99
2025-11-13 15:06:00+00:00,185.0,185.0,185.0,185.0,100.0,1.0,185.0
2025-11-13 15:07:00+00:00,185.09,185.09,185.09,185.09,100.0,1.0,185.09
2025-11-13 15:08:00+00:00,185.185,185.235,185.185,185.235,200.0,2.0,185.21
2025-11-13 15:10:00+00:00,185.335,185.335,185.335,185.335,100.0,1.0,185.335
2025-11-13 15:12:00+00:00,185.46,185.46,185.46,185.46,100.0,1.0,185.46
2025-11-13 15:16:00+00:00,185.57,185.57,185.57,185.57,100.0,1.0,185.57
2025-11-13 15:17:00+00:00,185.395,185.395,185.395,185.395,100.0,1.0,185.395
2025-11-13 15:18:00+00:00,185.42,185.42,185.42,185.42,100.0,1.0,185.42
2025-11-13 15:19:00+00:00,185.425,185.425,185.425,185.425,100.0,1.0,185.425
2025-11-13 15:21:00+00:00,185.37,185.37,185.37,185.37,100.0,1.0,185.37
2025-11-13 15:22:00+00:00,185.26,185.26,185.26,185.26,100.0,1.0,185.26
2025-11-13 15:23:00+00:00,185.23,185.23,185.23,185.23,100.0,1.0,185.23
2025-11-13 15:24:00+00:00,185.315,185.315,185.315,185.315,100.0,1.0,185.315
2025-11-13 15:26:00+00:00,185.27,185.27,185.13,185.13,200.0,2.0,185.2
2025-11-13 15:28:00+00:00,185.05,185.05,185.05,185.05,100.0,1.0,185.05
2025-11-13 15:31:00+00:00,185.09,185.09,185.09,185.09,100.0,1.0,185.09
2025-11-13 15:34:00+00:00,184.875,184.875,184.875,184.875,100.0,1.0,184.875
2025-11-13 15:35:00+00:00,184.89,184.89,184.89,184.89,100.0,1.0,184.89
2025-11-13 15:36:00+00:00,184.9,184.9,184.9,184.9,100.0,1.0,184.9
2025-11-13 15:37:00+00:00,184.76,184.76,184.76,184.76,100.0,1.0,184.76
2025-11-13 15:38:00+00:00,184.73,184.73,184.73,184.73,100.0,1.0,184.73
2025-11-13 15:39:00+00:00,184.87,184.87,184.87,184.87,100.0,1.0,184.87
2025-11-13 15:42:00+00:00,184.78,184.78,184.78,184.78,100.0,1.0,184.78
2025-11-13 15:43:00+00:00,184.775,184.775,184.775,184.775,100.0,1.0,184.775
2025-11-13 15:45:00+00:00,184.74,184.74,184.74,184.74,100.0,1.0,184.74
2025-11-13 15:46:00+00:00,184.6,184.6,184.6,184.6,100.0,1.0,184.6
2025-11-13 15:48:00+00:00,184.51,184.51,184.51,184.51,100.0,1.0,184.51
2025-11-13 15:49:00+00:00,184.47,184.47,184.47,184.47,100.0,1.0,184.47
2025-11-13 15:50:00+00:00,184.47,184.47,184.47,184.47,100.0,1.0,184.47
2025-11-13 15:51:00+00:00,184.52,184.52,184.52,184.52,100.0,1.0,184.52
2025-11-13 15:52:00+00:00,184.465,184.465,184.465,184.465,100.0,1.0,184.465
2025-11-13 15:54:00+00:00,184.33,184.33,184.33,184.33,100.0,1.0,184.33
