timestamp,open,high,low,close,volume,trade_count,vwap
2025-11-06 16:30:00+00:00,182.355,182.355,182.355,182.355,100.0,1.0,182.355
2025-11-06 16:37:00+00:00,182.2,182.2,182.2,182.2,100.0,1.0,182.2
2025-11-06 17:59:00+00:00,182.4,182.4,182.39,182.39,307.0,3.0,182.395455
2025-11-06 18:11:00+00:00,181.96,181.96,181.96,181.96,300.0,2.0,181.96
2025-11-06 18:12:00+00:00,181.95,181.95,181.95,181.95,200.0,2.0,181.95
2025-11-06 18:13:00+00:00,182.05,182.05,182.04,182.04,200.0,2.0,182.045
2025-11-06 18:24:00+00:00,182.225,182.225,182.225,182.225,100.0,1.0,182.225
2025-11-06 19:25:00+00:00,182.81,182.81,182.81,182.81,200.0,3.0,182.81
2025-11-06 19:27:00+00:00,182.89,182.89,182.89,182.89,100.0,1.0,182.89
2025-11-06 19:48:00+00:00,182.79,182.79,182.79,182.79,100.0,1.0,182.79
2025-11-06 19:51:00+00:00,182.71,182.71,182.69,182.69,200.0,2.0,182.7
2025-11-06 20:11:00+00:00,182.89,182.89,182.89,182.89,600.0,1.0,182.89
2025-11-06 20:12:00+00:00,182.91,182.91,182.91,182.91,100.0,1.0,182.91
2025-11-06 20:18:00+00:00,182.79,182.84,182.79,182.84,300.0,3.0,182.818333
2025-11-06 20:21:00+00:00,182.84,182.885,182.84,182.885,400.0,4.0,182.8525
2025-11-06 20:23:00+00:00,182.89,182.89,182.89,182.89,200.0,2.0,182.89
2025-11-06 20:25:00+00:00,182.88,182.88,182.88,182.88,323.0,2.0,182.88
2025-11-06 20:28:00+00:00,182.785,182.785,182.785,182.785,300.0,1.0,182.785
2025-11-06 20:29:00+00:00,182.795,182.795,182.795,182.795,100.0,1.0,182.795
2025-11-06 20:31:00+00:00,182.68,182.68,182.625,182.63,800.0,3.0,182.654375
2025-11-06 20:32:00+00:00,182.6,182.665,182.6,182.665,224.0,4.0,182.6325
2025-11-06 20:34:00+00:00,182.69,182.735,182.69,182.735,200.0,2.0,182.7125
2025-11-06 20:36:00+00:00,182.7,182.7,182.7,182.7,100.0,1.0,182.7
2025-11-06 20:37:00+00:00,182.715,182.715,182.715,182.715,100.0,1.0,182.715
2025-11-06 20:39:00+00:00,182.595,182.6,182.595,182.6,221.0,3.0,182.5975
2025-11-06 20:44:00+00:00,182.465,182.465,182.465,182.465,600.0,1.0,182.465
2025-11-06 20:47:00+00:00,182.325,182.325,182.325,182.325,116.0,2.0,182.325
2025-11-06 20:52:00+00:00,182.395,182.395,182.395,182.395,110.0,11.0,182.395
2025-11-06 20:53:00+00:00,182.35,182.35,182.32,182.32,200.0,2.0,182.335
2025-11-06 20:55:00+00:00,182.21,182.21,182.21,182.21,100.0,1.0,182.21
2025-11-06 20:57:00+00:00,182.12,182.12,182.12,182.12,101.0,2.0,182.12
2025-11-06 20:58:00+00:00,182.11,182.11,182.1,182.1,501.0,4.0,182.102
2025-11-06 20:59:00+00:00,182.02,182.02,182.02,182.02,167.0,6.0,182.02
2025-11-07 14:53:00+00:00,181.19,181.19,181.19,181.19,100.0,1.0,181.19
2025-11-07 15:10:00+00:00,181.25,181.26,181.25,181.26,410.0,4.0,181.255
2025-11-07 15:13:00+00:00,181.3,181.3,181.3,181.3,300.0,1.0,181.3
2025-11-07 15:17:00+00:00,181.37,181.37,181.32,181.365,587.0,6.0,181.348596
2025-11-07 15:18:00+00:00,181.35,181.35,181.35,181.35,100.0,1.0,181.35
2025-11-07 15:21:00+00:00,181.41,181.41,181.41,181.41,100.0,1.0,181.41
2025-11-07 15:25:00+00:00,181.21,181.21,181.21,181.21,100.0,1.0,181.21
2025-11-07 15:26:00+00:00,181.37,181.37,181.37,181.37,100.0,1.0,181.37
2025-11-07 15:37:00+00:00,181.12,181.12,181.12,181.12,100.0,1.0,181.12
2025-11-07 15:38:00+00:00,181.09,181.09,181.09,181.09,100.0,1.0,181.09
2025-11-07 16:01:00+00:00,180.695,180.695,180.695,180.695,145.0,3.0,180.695
2025-11-07 16:18:00+00:00,180.47,180.47,180.43,180.43,2420.0,14.0,180.445124
2025-11-07 16:19:00+00:00,180.49,180.49,180.49,180.49,400.0,3.0,180.49
2025-11-07 16:20:00+00:00,180.5,180.5,180.5,180.5,300.0,3.0,180.5
2025-11-07 16:25:00+00:00,180.53,180.53,180.53,180.53,100.0,1.0,180.53
2025-11-07 16:44:00+00:00,180.575,180.575,180.575,180.575,1180.0,10.0,180.575
2025-11-07 17:11:00+00:00,180.325,180.325,180.32,180.32,340.0,3.0,180.323235
2025-11-07 17:12:00+00:00,180.32,180.32,180.32,180.32,840.0,7.0,180.32
2025-11-07 17:38:00+00:00,180.6,180.6,180.6,180.6,100.0,1.0,180.6
2025-11-07 17:40:00+00:00,180.62,180.62,180.62,180.62,100.0,1.0,180.62
2025-11-07 17:46:00+00:00,180.61,180.61,180.61,180.61,100.0,1.0,180.61
2025-11-07 17:51:00+00:00,180.47,180.47,180.47,180.47,100.0,1.0,180.47
2025-11-07 17:54:00+00:00,180.57,180.57,180.57,180.57,100.0,1.0,180.57
2025-11-07 17:56:00+00:00,180.7,180.7,180.7,180.7,100.0,1.0,180.7
2025-11-07 18:08:00+00:00,180.965,180.965,180.965,180.965,400.0,1.0,180.965
2025-11-07 18:12:00+00:00,181.04,181.04,181.04,181.04,100.0,1.0,181.04
2025-11-07 18:15:00+00:00,181.01,181.01,181.01,181.01,400.0,1.0,181.01
2025-11-07 18:18:00+00:00,180.975,180.975,180.975,180.975,400.0,1.0,180.975
2025-11-07 18:19:00+00:00,181.06,181.06,181.06,181.06,100.0,1.0,181.06
2025-11-07 18:20:00+00:00,181.035,181.09,181.035,181.09,1210.0,3.0,181.039583
2025-11-07 18:32:00+00:00,181.265,181.27,181.26,181.26,1160.0,10.0,181.265086
2025-11-07 18:33:00+00:00,181.25,181.25,181.19,181.195,910.0,9.0,181.211778
2025-11-07 18:49:00+00:00,181.1,181.1,181.1,181.1,2414.0,2.0,181.1
2025-11-07 18:53:00+00:00,180.99,180.99,180.99,180.99,210.0,3.0,180.99
2025-11-07 18:54:00+00:00,180.99,180.995,180.99,180.995,3010.0,3.0,180.994667
2025-11-07 18:59:00+00:00,181.25,181.25,181.25,181.25,100.0,1.0,181.25
2025-11-07 19:00:00+00:00,181.22,181.22,181.22,181.22,211.0,2.0,181.22
2025-11-07 19:02:00+00:00,181.325,181.325,181.325,181.325,810.0,2.0,181.325
2025-11-07 19:05:00+00:00,181.28,181.28,181.28,181.28,110.0,2.0,181.28
2025-11-07 19:14:00+00:00,181.385,181.385,181.385,181.385,3800.0,2.0,181.385
2025-11-07 19:23:00+00:00,181.415,181.415,181.415,181.415,110.0,2.0,181.415
2025-11-07 19:26:00+00:00,181.38,181.39,181.38,181.39,1230.0,11.0,181.386066
2025-11-07 19:29:00+00:00,181.42,181.42,181.42,181.42,320.0,3.0,181.42
2025-11-07 19:30:00+00:00,181.47,181.51,181.47,181.505,420.0,4.0,181.497857
2025-11-07 19:31:00+00:00,181.65,181.65,181.65,181.65,120.0,1.0,181.65
2025-11-07 19:32:00+00:00,181.655,181.655,181.655,181.655,360.0,3.0,181.655
2025-11-07 19:34:00+00:00,181.74,181.74,181.74,181.74,120.0,1.0,181.74
2025-11-07 19:35:00+00:00,181.71,181.71,181.71,181.71,200.0,1.0,181.71
2025-11-07 19:36:00+00:00,181.81,181.81,181.81,181.81,200.0,1.0,181.81
2025-11-07 19:37:00+00:00,181.75,181.75,181.75,181.75,110.0,2.0,181.75
2025-11-07 19:38:00+00:00,181.8,181.81,181.8,181.81,330.0,3.0,181.80375
2025-11-07 19:39:00+00:00,181.86,181.905,181.86,181.905,1239.0,10.0,181.876491
2025-11-07 19:41:00+00:00,182.12,182.12,182.12,182.12,321.0,5.0,182.12
2025-11-07 19:42:00+00:00,182.13,182.17,182.13,182.17,1108.0,7.0,182.142397
2025-11-07 19:44:00+00:00,182.18,182.18,182.18,182.18,100.0,1.0,182.18
2025-11-07 19:45:00+00:00,182.1,182.1,182.1,182.1,210.0,2.0,182.1
2025-11-07 19:47:00+00:00,182.12,182.135,182.03,182.03,3000.0,4.0,182.1265
2025-11-07 19:48:00+00:00,181.96,181.99,181.96,181.99,320.0,2.0,181.97875
2025-11-07 19:49:00+00:00,182.08,182.08,182.08,182.08,310.0,2.0,182.08
2025-11-07 19:52:00+00:00,182.05,182.05,182.05,182.05,310.0,2.0,182.05
2025-11-07 19:53:00+00:00,182.08,182.08,182.08,182.08,900.0,2.0,182.08
2025-11-07 19:54:00+00:00,182.2,182.2,182.2,182.2,210.0,2.0,182.2
2025-11-07 19:56:00+00:00,182.165,182.19,182.165,182.19,3829.0,8.0,182.17822
2025-11-07 20:07:00+00:00,182.04,182.04,182.04,182.04,303.0,5.0,182.04
2025-11-07 20:08:00+00:00,182.07,182.07,182.07,182.07,177.0,2.0,182.07
2025-11-07 20:11:00+00:00,182.19,182.2,182.19,182.2,378.0,4.0,182.194545
2025-11-07 20:12:00+00:00,182.22,182.245,182.22,182.245,300.0,3.0,182.228333
2025-11-07 20:13:00+00:00,182.29,182.29,182.29,182.29,200.0,1.0,182.29
2025-11-07 20:14:00+00:00,182.21,182.21,182.21,182.21,120.0,1.0,182.21
2025-11-07 20:16:00+00:00,182.19,182.19,182.19,182.19,100.0,1.0,182.19
2025-11-07 20:17:00+00:00,182.15,182.15,182.15,182.15,200.0,1.0,182.15
2025-11-07 20:21:00+00:00,181.96,182.015,181.92,182.015,17850.0,29.0,181.990641
2025-11-07 20:22:00+00:00,182.015,182.05,182.005,182.04,1055.0,8.0,182.028341
2025-11-07 20:23:00+00:00,181.97,181.97,181.97,181.97,200.0,2.0,181.97
2025-11-07 20:25:00+00:00,181.94,181.94,181.94,181.94,100.0,1.0,181.94
2025-11-07 20:29:00+00:00,182.08,182.08,182.08,182.08,100.0,1.0,182.08
2025-11-07 20:37:00+00:00,182.19,182.22,182.19,182.22,1982.0,2.0,182.192755
2025-11-07 20:42:00+00:00,182.17,182.215,182.17,182.215,524.0,4.0,182.206
2025-11-07 20:49:00+00:00,182.22,182.22,182.175,182.175,500.0,2.0,182.184
2025-11-07 20:50:00+00:00,182.13,182.13,182.13,182.13,860.0,3.0,182.13
2025-11-07 20:51:00+00:00,182.26,182.26,182.26,182.26,200.0,1.0,182.26
2025-11-07 20:55:00+00:00,182.47,182.47,182.46,182.46,1356.0,11.0,182.463077
2025-11-07 20:56:00+00:00,182.48,182.48,182.44,182.44,301.0,4.0,182.466622
2025-11-07 20:58:00+00:00,182.5,182.56,182.5,182.56,300.0,3.0,182.536667
2025-11-07 20:59:00+00:00,182.57,182.58,182.57,182.58,330.0,6.0,182.574545
2025-11-10 14:33:00+00:00,184.245,184.245,184.245,184.245,246.0,6.0,184.245
2025-11-10 14:35:00+00:00,184.37,184.38,184.37,184.38,900.0,5.0,184.375556
2025-11-10 14:36:00+00:00,184.37,184.37,184.37,184.37,100.0,1.0,184.37
2025-11-10 14:38:00+00:00,184.45,184.45,184.45,184.45,100.0,1.0,184.45
2025-11-10 14:39:00+00:00,184.45,184.45,184.45,184.45,118.0,5.0,184.45
2025-11-10 14:42:00+00:00,184.49,184.49,184.49,184.49,208.0,4.0,184.49
2025-11-10 14:44:00+00:00,184.46,184.47,184.46,184.46,400.0,3.0,184.4625
2025-11-10 14:45:00+00:00,184.42,184.42,184.42,184.42,100.0,1.0,184.42
2025-11-10 14:47:00+00:00,184.45,184.45,184.45,184.45,110.0,2.0,184.45
2025-11-10 14:48:00+00:00,184.45,184.45,184.36,184.36,510.0,6.0,184.418
2025-11-10 15:02:00+00:00,184.34,184.34,184.34,184.34,100.0,1.0,184.34
2025-11-10 15:25:00+00:00,184.51,184.51,184.51,184.51,100.0,1.0,184.51
